timestamp,Debug0,Debug1,Debug2,Debug3
1529854154740,0,0,0,0
1529854154841,0,0,0,0
1529854154941,0,0,0,0
1529854155041,0,0,0,0
1529854155141,0,0,0,0
1529854155241,0,0,0,0
1529854155341,0,0,0,0
1529854155441,0,0,0,0
1529854155541,0,0,0,0
1529854155641,0,0,0,0
1529854155741,0,0,0,0
1529854155841,0,0,0,0
1529854155941,0,0,0,0
1529854156041,0,0,0,0
1529854156141,0,0,0,0
1529854156241,0,0,0,0
1529854156341,0,0,0,0
1529854156442,0,0,0,0
1529854156541,0,0,0,0
1529854156641,0,0,0,0
1529854156741,0,0,0,0
1529854156841,0,0,0,0
1529854156941,0,0,0,0
1529854157041,0,0,0,0
1529854157141,0,0,0,0
1529854157241,0,0,0,0
1529854157341,0,0,0,0
1529854157441,0,0,0,0
1529854157541,0,0,0,0
1529854157642,0,0,0,0
1529854157745,0,0,0,0
1529854157842,0,0,0,0
1529854157940,0,0,0,0
1529854158041,0,0,0,0
1529854158141,0,0,0,0
1529854158241,0,0,0,0
1529854158341,0,0,0,0
1529854158441,0,0,0,0
1529854158541,0,0,0,0
1529854158641,0,0,0,0
1529854158741,0,0,0,0
1529854158841,0,0,0,0
1529854158941,0,0,0,0
1529854159041,0,0,0,0
1529854159141,0,0,0,0
1529854159241,0,0,0,0
1529854159341,0,0,0,0
1529854159441,0,0,0,0
1529854159541,0,0,0,0
1529854159641,0,0,0,0
1529854159741,0,0,0,0
1529854159841,0,0,0,0
1529854159941,0,0,0,0
1529854160041,0,0,0,0
1529854160141,0,0,0,0
1529854160241,0,0,0,0
1529854160341,0,0,0,0
1529854160441,0,0,0,0
1529854160541,0,0,0,0
1529854160641,0,0,0,0
1529854160742,0,0,0,0
1529854160841,0,0,0,0
1529854160941,0,0,0,0
1529854161041,0,0,0,0
1529854161141,0,0,0,0
1529854161241,0,0,0,0
1529854161341,0,0,0,0
1529854161441,0,0,0,0
1529854161541,0,0,0,0
1529854161641,0,0,0,0
1529854161741,0,0,0,0
1529854161841,0,0,0,0
1529854161941,0,0,0,0
1529854162041,0,0,0,0
